seconds,force (gF),temp (C),motor (%),accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2),gyro_thx (deg/sec),gyro_thy (deg/sec),gyro_thz (deg/sec),,
245,12.58962368,10.33618449,30,1.748376465,0.82902832,9.642089844,9.5703125,-7.145690918,-10.15777588,,
246,13.92346856,10.3718337,30,2.340539551,0.788354492,9.85682373,5.703735352,-12.78533936,-14.68658447,,
247,10.6707591,10.3718337,30,1.783068848,0.942675781,9.722241211,5.714416504,6.248474121,3.684997559,,
248,10.8579654,10.39328853,30,1.485791016,0.873291016,9.875964355,7.904052734,-9.741210938,-9.004211426,,
249,17.52718984,10.38613147,30,1.010266113,0.736914063,9.948339844,5.575561523,-4.550170898,-5.041503906,,
250,10.53035438,10.40761903,30,1.200476074,0.902600098,9.837683105,2.061462402,-4.774475098,-0.469970703,,
251,13.99367093,10.39328853,30,0.979760742,0.847570801,9.832299805,4.090881348,-3.941345215,-4.090881348,,
252,15.09350794,10.39328853,30,0.877478027,0.883459473,9.73659668,5.479431152,-0.790405273,-3.759765625,,
253,12.44921895,10.42197139,30,0.714782715,0.94387207,9.80657959,6.69708252,-8.897399902,-6.846618652,,
254,20.47568906,10.42197139,30,0.781176758,0.653173828,9.887329102,3.973388672,-2.702331543,-3.994750977,,
255,16.21674574,10.43634565,30,0.972583008,0.836206055,9.908862305,5.596923828,0.170898438,-2.061462402,,
256,18.58022528,10.45794817,30,0.617883301,0.833813477,9.955517578,5.084228516,-14.69726563,-8.053588867,,
257,19.77366544,10.45074184,30,0.547302246,0.977368164,9.814953613,1.174926758,7.679748535,-2.905273438,,
258,14.13407565,10.44354101,30,1.494763184,0.67052002,9.86340332,3.172302246,-20.35827637,-8.416748047,,
259,21.10751033,10.46515999,30,0.606518555,0.827832031,9.996789551,6.184387207,-10.17913818,-6.248474121,,
260,24.80483475,10.47237732,30,3.839489746,-0.214135742,9.215612793,0.640869141,-39.48822021,-7.049560547,,
261,16.98897173,10.49406232,30,4.325183105,-0.611303711,8.945849609,10.64910889,-3.108215332,-7.797241211,,
262,11.55998903,10.50854656,30,3.021826172,0.281726074,9.348400879,10.89477539,-1.153564453,-5.052185059,,
263,13.75966305,10.53031437,30,1.958325195,0.79732666,9.624145508,0.512695313,15.00701904,1.773071289,,
264,14.99990479,10.53758137,30,3.281420898,0.489880371,9.440515137,6.910705566,-14.27001953,-11.36474609,,
265,12.40241738,10.54485392,30,1.360180664,0.626257324,9.37890625,6.408691406,-1.826477051,-3.321838379,,
266,13.52565518,10.55941565,30,0.957629395,0.55567627,10.04105225,4.42199707,-4.774475098,-4.92401123,,
267,11.72379454,10.56670484,30,1.255505371,0.884057617,9.817944336,4.058837891,-1.559448242,-1.164245605,,
268,23.72839853,10.57399959,30,3.936987305,-0.321203613,9.667211914,-12.93487549,-38.90075684,-5.853271484,,
269,8.70509295,10.59591724,30,2.437438965,0.698034668,9.46204834,11.78131104,15.74401855,7.487487793,,
270,13.59585754,10.59591724,30,1.165185547,0.842785645,9.88314209,2.392578125,-1.976013184,-4.507446289,,
271,10.15594178,10.61055687,30,1.552185059,0.70222168,9.858618164,5.116271973,4.614257813,1.623535156,,
272,14.18087723,10.62521884,30,1.156213379,0.584387207,9.829309082,5.895996094,-9.548950195,-7.679748535,,
273,17.10597566,10.65460991,30,1.488183594,0.638818359,9.90826416,9.666442871,-11.25793457,-16.24603271,,
274,15.11690873,10.63255821,30,0.72076416,0.851159668,9.718652344,4.486083984,-7.914733887,-7.049560547,,
275,13.68946069,10.65460991,30,0.613696289,0.973181152,9.817346191,0.843811035,2.082824707,2.648925781,,
276,12.96403628,10.65460991,30,1.693347168,1.024023438,9.669006348,5.32989502,12.31536865,8.406066895,,
277,12.61302446,10.66197169,30,1.634729004,0.923535156,9.915441895,4.710388184,-10.09368896,0.587463379,,
278,12.96403628,10.66197169,30,1.260888672,0.953442383,9.962097168,6.430053711,-18.25408936,-8.908081055,,
279,18.86103473,10.65460991,30,0.67590332,0.983947754,9.764709473,5.895996094,-4.614257813,-5.319213867,,
280,33.1355151,10.66197169,30,4.794128418,-0.468945313,8.877062988,-3.952026367,-28.07006836,-8.961486816,,
281,19.98427253,10.69147499,30,3.648083496,-0.396569824,9.122900391,-14.29138184,-41.60308838,-37.12768555,,
282,18.65042764,10.72848084,30,3.442321777,-0.141760254,9.411206055,27.01263428,21.24481201,4.624938965,,
283,18.13561031,10.72106838,30,3.511706543,0.622668457,8.236450195,34.1583252,-5.244445801,-7.604980469,,
284,16.52095598,10.77307442,30,4.091906738,1.692150879,8.496044922,-9.70916748,-20.35827637,-16.09649658,,
285,28.6425639,10.77307442,30,3.365161133,-1.336254883,9.458459473,-10.70251465,-9.527587891,-8.448791504,,
286,31.4506584,10.81787241,30,3.339440918,-1.821350098,9.270043945,-2.841186523,-7.359313965,-5.874633789,,
287,23.37738671,10.84785176,30,3.405236816,-3.12052002,9.151013184,12.9989624,-2.520751953,-4.795837402,,
288,33.79073715,10.84785176,30,3.46385498,-2.738305664,8.869287109,-7.145690918,-9.24987793,-9.548950195,,
289,24.10281113,10.85536089,30,2.396166992,-1.677197266,9.158190918,-8.630371094,-5.447387695,-15.7333374,,
290,21.06070875,10.87792266,30,1.469641113,-1.957727051,9.874169922,9.613037109,-9.986877441,-5.83190918,,
291,16.75496385,10.89299252,30,1.001293945,-0.741101074,9.795214844,5.725097656,-3.375244141,-5.265808105,,
292,17.50378905,10.91564043,30,0.17286377,-0.596350098,9.898693848,9.367370605,-2.328491211,-4.454040527,,
293,38.16668441,10.91564043,30,0.543713379,-0.951049805,9.582873535,2.787780762,6.376647949,-5.479431152,,
294,38.40069229,10.92320125,30,0.277539063,-1.184326172,9.878356934,0.18157959,0.224304199,-6.590270996,,
295,24.38362058,10.94591832,30,-0.516796875,-0.299072266,9.819140625,16.40625,-2.648925781,0.779724121,,
296,38.54109701,10.96109192,30,-0.717175293,-1.622766113,10.20075684,-3.834533691,-12.95623779,-6.494140625,,
297,27.58952846,10.96109192,30,-0.289501953,-0.230883789,9.734204102,18.15795898,-8.502197266,0.608825684,,
298,34.49276078,10.97628867,30,-0.126208496,-1.003686523,10.02011719,-5.874633789,-2.488708496,-8.801269531,,
299,41.91081041,10.9915086,30,-0.379821777,-1.472631836,9.803588867,-0.149536133,-18.37158203,-8.171081543,,
300,39.47712851,10.97628867,30,-0.336157227,-2.174853516,9.735400391,-3.59954834,-8.256530762,-9.132385254,,
301,31.42725761,11.00675175,30,-0.027514648,-2.875280762,9.460852051,-1.943969727,-1.345825195,-11.65313721,,
302,31.42725761,11.03730785,30,-0.439038086,-3.624755859,9.384289551,6.15234375,-6.825256348,-5.372619629,,
303,31.02944423,11.02201816,30,0.193200684,-2.898608398,9.633117676,9.313964844,-10.0189209,-3.898620605,,
304,25.22604893,11.02966009,30,0.892431641,-1.806396484,9.798205566,10.4888916,-9.613037109,-1.91192627,,
305,31.42725761,11.05262088,30,3.332861328,-2.504431152,9.017626953,25.51727295,-52.66876221,2.029418945,,
306,32.10588045,11.09100572,30,1.53782959,-0.572424316,9.663623047,-5.682373047,8.993530273,-5.874633789,,
307,9.992136263,11.08331704,30,2.349511719,-0.77878418,9.988415527,19.3649292,-3.695678711,-2.157592773,,
308,30.53802769,11.09100572,30,2.014550781,-0.894824219,9.512890625,6.953430176,-9.986877441,1.260375977,,
309,24.73463239,11.12953713,30,2.406335449,0.458776855,9.049328613,-4.731750488,-22.3449707,-7.925415039,,
310,21.10751033,11.1218191,30,0.655566406,0.645996094,7.629333496,20.51849365,-10.88409424,-34.84191895,,
311,21.10751033,11.16046816,30,1.272851563,-1.464257813,10.26834717,20.2835083,-9.24987793,-13.81072998,,
312,24.59422766,11.16046816,30,2.187414551,0.619677734,9.51887207,1.196289063,-73.14453125,-38.24920654,,
313,22.11374419,11.12953713,30,5.809179688,-0.103479004,8.336938477,3.492736816,-43.25866699,-9.794616699,,
314,22.32435128,11.16046816,30,2.101879883,1.739404297,9.164770508,26.26495361,12.95623779,-4.849243164,,
315,30.93584108,11.15272656,30,2.703015137,0.971984863,9.348400879,4.058837891,-10.27526855,-7.252502441,,
316,28.94677414,11.15272656,30,3.208447266,0.167480469,9.440515137,-7.562255859,-19.80285645,-10.74523926,,
317,30.53802769,11.15272656,30,4.355688477,0.256604004,9.277819824,-17.93365479,-30.45196533,-10.17913818,,
318,19.56305835,11.18372841,30,4.142150879,1.062304688,9.235351563,-12.96691895,-57.26165771,-24.72686768,,
319,20.99050639,11.17596908,30,3.892724609,0.142358398,9.508703613,6.077575684,37.92877197,13.36212158,,
320,19.98427253,11.18372841,30,4.713378906,-0.089123535,8.368041992,2.606201172,22.03521729,19.41833496,,
321,12.7300284,11.18372841,30,5.885144043,1.55637207,8.471520996,14.93225098,47.13592529,41.75262451,,
322,26.27908436,11.2070419,30,4.809680176,0.423486328,8.382397461,8.416748047,-2.082824707,-4.315185547,,
323,16.42735283,11.2070419,30,3.518884277,0.609509277,8.743078613,-16.02172852,-20.15533447,-25.14343262,,
324,21.55212529,11.19149365,30,5.74876709,-0.192004395,8.257983398,-29.99267578,-46.75140381,-2.093505859,,
325,29.97640879,11.19926481,30,7.211230469,-0.711791992,6.616674805,4.774475098,-3.044128418,-6.33392334,,
326,24.31341821,11.22261387,30,7.107751465,-0.454589844,6.390576172,11.90948486,-5.137634277,-4.496765137,,
327,25.99827491,11.2070419,30,7.383496094,-0.480310059,6.279321289,5.693054199,-6.494140625,-6.120300293,,
328,24.40702136,11.19149365,30,7.528845215,-0.422888184,6.199768066,8.181762695,-2.349853516,-2.456665039,,
329,26.41948909,11.22261387,30,7.051525879,-0.302661133,7.313513184,6.782531738,0.373840332,-3.150939941,,
330,23.47098986,11.22261387,30,7.502526855,-0.236865234,6.558056641,9.70916748,-0.694274902,-4.78515625,,
331,26.25568358,11.21482492,30,7.347607422,-0.439038086,6.629833984,0.929260254,-16.31011963,-3.343200684,,
332,25.22604893,11.23040876,30,6.504223633,-0.0765625,7.17833252,0.736999512,-14.83612061,-12.62512207,,
333,26.5832946,11.21482492,30,7.201062012,-0.334362793,6.646582031,8.982849121,0.032043457,-2.478027344,,
334,22.81576781,11.2382096,30,7.088012695,-0.330773926,6.933691406,1.644897461,-13.02032471,-6.387329102,,
335,23.37738671,11.21482492,30,6.693835449,-0.147143555,6.999487305,8.833312988,-0.224304199,-6.964111328,,
336,26.32588594,11.21482492,30,6.796716309,-0.459973145,7.064685059,6.205749512,1.420593262,-3.108215332,,
337,24.19641428,11.2070419,30,7.321887207,-0.579003906,6.814660645,4.721069336,-9.719848633,-2.55279541,,
338,24.94523948,11.21482492,30,6.738098145,-0.147143555,7.526452637,4.518127441,-6.985473633,-3.407287598,,
339,24.29001743,11.21482492,30,7.104162598,-0.821850586,6.891223145,-0.726318359,-7.273864746,-4.28314209,,
340,24.59422766,11.23040876,30,6.421679688,-0.389990234,7.501330566,7.65838623,2.787780762,-2.328491211,,
341,22.90937096,11.2382096,30,7.031188965,-0.736315918,7.271643066,15.35949707,8.181762695,-4.037475586,,
342,23.00297411,11.2382096,30,6.815258789,-0.544311523,7.198071289,-7.01751709,-15.64788818,-3.471374512,,
343,21.73933159,11.22261387,30,6.16328125,-0.253015137,7.723840332,8.000183105,-4.934692383,-6.163024902,,
344,25.8344694,11.23040876,30,6.196777344,-0.538330078,7.711877441,9.548950195,7.113647461,-3.620910645,,
345,24.31341821,11.23040876,30,6.958215332,-0.67590332,7.076049805,5.415344238,-14.00299072,-2.05078125,,
346,25.15584656,11.2382096,30,5.989221191,-0.513208008,7.907470703,6.269836426,-5.83190918,-6.440734863,,
347,23.9624064,11.24601638,30,6.00357666,-0.596350098,7.697521973,5.14831543,8.598327637,-7.455444336,,
348,23.82200168,11.24601638,30,6.787145996,-0.913964844,7.533630371,9.634399414,-1.943969727,-4.336547852,,
349,21.64572844,11.26164781,30,6.065783691,-0.587976074,7.894909668,5.885314941,-4.689025879,-5.393981934,,
350,26.44288988,11.26947247,30,6.263171387,-0.675305176,7.686157227,6.643676758,-7.241821289,-6.526184082,,
351,26.3960883,11.24601638,30,6.166271973,-0.806896973,7.615576172,3.535461426,-7.88269043,-6.344604492,,
352,30.30401981,11.25382912,30,6.348706055,-0.921142578,7.724438477,5.404663086,-15.35949707,-5.917358398,,
353,26.34928673,11.24601638,30,5.76072998,-0.623864746,7.659838867,7.487487793,-4.571533203,-4.689025879,,
354,26.25568358,11.24601638,30,6.13815918,-0.68248291,7.644287109,8.34197998,-6.141662598,-5.821228027,,
355,31.24005131,11.26947247,30,6.325378418,-0.935498047,7.527050781,6.953430176,-5.500793457,-5.661010742,,
356,29.34458753,11.26164781,30,6.218908691,-0.879272461,7.332055664,6.622314453,-6.675720215,-7.19909668,,
357,28.12774658,11.24601638,30,6.330163574,-0.824243164,7.120910645,-2.381896973,-6.088256836,-5.084228516,,
358,32.97170959,11.26164781,30,6.827819824,-1.177746582,6.924121094,3.567504883,-8.085632324,-6.173706055,,
359,36.20101826,11.29298225,30,6.660339355,-1.32668457,6.909765625,4.122924805,-7.637023926,-6.953430176,,
360,42.3086238,11.31654586,30,7.363757324,-1.609606934,7.915246582,6.910705566,-6.526184082,-3.717041016,,
361,39.33672379,11.30868533,30,6.855334473,-1.35300293,7.90447998,12.53967285,-5.458068848,3.866577148,,
362,36.43502614,11.31654586,30,6.830212402,-1.335058594,6.997692871,2.104187012,-6.985473633,-5.393981934,,
363,40.13235056,11.31654586,30,6.805090332,-1.348815918,7.116723633,4.507446289,-6.65435791,-7.38067627,,
364,38.3772915,11.32441237,30,6.787744141,-1.437341309,7.116125488,8.876037598,-7.434082031,-7.487487793,,
365,36.59883165,11.32441237,30,6.647180176,-1.707104492,7.019824219,9.5703125,-6.632995605,-5.426025391,,
366,46.40376161,11.34804793,30,6.01015625,-2.716174316,6.906774902,-9.078979492,30.90057373,16.95098877,,
367,41.09178285,11.34804793,30,7.387683105,-2.385998535,7.036572266,6.259155273,-4.293823242,-0.299072266,,
368,39.05591434,11.36383502,30,7.239941406,-1.835705566,6.366650391,6.301879883,-8.085632324,-5.14831543,,
369,39.17291828,11.35593847,30,6.955224609,-1.881164551,6.535925293,4.069519043,-4.731750488,-4.699707031,,
370,41.70020333,11.35593847,30,6.968981934,-2.055224609,6.586767578,3.791809082,-6.205749512,-5.158996582,,
371,36.99664504,11.3717376,30,7.15859375,-1.393676758,6.615478516,8.299255371,-13.54370117,-13.23394775,,
372,40.10894978,11.36383502,30,7.623950195,-1.757946777,6.08013916,11.42883301,-17.92297363,-3.855895996,,
373,38.51769623,11.38756083,30,8.025305176,-2.199377441,4.568029785,4.913330078,-17.38891602,-3.065490723,,
374,39.8749419,11.38756083,60,8.272338867,-1.731628418,6.462353516,-1.014709473,-6.269836426,-13.28735352,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
